date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:29:50	90878/90878	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Feb%202022%2003:29:50%20GMT	https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/varsity-trial	C:/entyviohcp/entyviohcp/www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/varsity-trial.html	(from https://www.entyviohcp.com/)
10:29:51	67773/67773	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Feb%202022%2003:29:51%20GMT	https://www.entyviohcp.com/clinical-efficacy/crohns-disease/entyvio-placebo-trial	C:/entyviohcp/entyviohcp/www.entyviohcp.com/clinical-efficacy/crohns-disease/entyvio-placebo-trial.html	(from https://www.entyviohcp.com/)
10:29:51	45440/45440	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Feb%202022%2003:29:51%20GMT	https://www.entyviohcp.com/mechanism-of-action	C:/entyviohcp/entyviohcp/www.entyviohcp.com/mechanism-of-action.html	(from https://www.entyviohcp.com/)
10:29:52	60645/60645	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Feb%202022%2003:29:52%20GMT	https://www.entyviohcp.com/safety-profile	C:/entyviohcp/entyviohcp/www.entyviohcp.com/safety-profile.html	(from https://www.entyviohcp.com/)
10:29:52	42728/42728	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Feb%202022%2003:29:52%20GMT	https://www.entyviohcp.com/dosing-administration	C:/entyviohcp/entyviohcp/www.entyviohcp.com/dosing-administration.html	(from https://www.entyviohcp.com/)
10:29:52	41785/41785	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Feb%202022%2003:29:52%20GMT	https://www.entyviohcp.com/access-support/insurance-support	C:/entyviohcp/entyviohcp/www.entyviohcp.com/access-support/insurance-support.html	(from https://www.entyviohcp.com/)
10:29:53	38252/38252	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Feb%202022%2003:29:53%20GMT	https://www.entyviohcp.com/resources/professional-resources	C:/entyviohcp/entyviohcp/www.entyviohcp.com/resources/professional-resources.html	(from https://www.entyviohcp.com/)
10:29:53	35473/35473	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Feb%202022%2003:29:53%20GMT	https://www.entyviohcp.com/resources/virtual-congress	C:/entyviohcp/entyviohcp/www.entyviohcp.com/resources/virtual-congress.html	(from https://www.entyviohcp.com/)
10:29:53	88579/88579	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Feb%202022%2003:29:53%20GMT	https://www.entyviohcp.com/resources/peer-perspective	C:/entyviohcp/entyviohcp/www.entyviohcp.com/resources/peer-perspective.html	(from https://www.entyviohcp.com/)
10:29:54	45290/45290	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Feb%202022%2003:29:54%20GMT	https://www.entyviohcp.com/resources/request-a-representative	C:/entyviohcp/entyviohcp/www.entyviohcp.com/resources/request-a-representative.html	(from https://www.entyviohcp.com/)
10:29:54	37135/37135	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Feb%202022%2003:29:54%20GMT	https://www.entyviohcp.com/resources/clinical-reprints	C:/entyviohcp/entyviohcp/www.entyviohcp.com/resources/clinical-reprints.html	(from https://www.entyviohcp.com/)
10:29:54	38319/38319	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Feb%202022%2003:29:54%20GMT	https://www.entyviohcp.com/resources/patient-resources	C:/entyviohcp/entyviohcp/www.entyviohcp.com/resources/patient-resources.html	(from https://www.entyviohcp.com/)
10:29:55	165/165	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Feb%202022%2003:29:54%20GMT	https://www.entyviohcp.com/local-coverage	C:/entyviohcp/entyviohcp/www.entyviohcp.com/local-coverage	(from https://www.entyviohcp.com/)
10:29:55	30818/30818	---MCZ	200	added ('OK')	text/html	etag:W/%2205c6f5388f2d71:0%22	https://www.entyviohcp.com/local-coverage/	C:/entyviohcp/entyviohcp/www.entyviohcp.com/local-coverage/index.html	(from https://www.entyviohcp.com/)
10:29:55	107721/107721	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/hero/desktop-home-ivette.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/hero/desktop-home-ivette.png	(from https://www.entyviohcp.com/)
10:29:56	235985/235985	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/hero/desktop-home-doctor.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/hero/desktop-home-doctor.png	(from https://www.entyviohcp.com/)
10:29:56	50540/50540	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/backgrounds/homepage-doctor-selectivity.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/backgrounds/homepage-doctor-selectivity.png	(from https://www.entyviohcp.com/)
10:29:56	47559/47559	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/backgrounds/homepage-doctor-remission.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/backgrounds/homepage-doctor-remission.png	(from https://www.entyviohcp.com/)
10:29:56	36331/36331	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/backgrounds/homepage-doctor-safety.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/backgrounds/homepage-doctor-safety.png	(from https://www.entyviohcp.com/)
10:29:57	17454/17454	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/logos/logo-varsity-trial.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/logos/logo-varsity-trial.png	(from https://www.entyviohcp.com/)
10:29:58	137685/137685	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/graphics/new-milestones-banner.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/graphics/new-milestones-banner.png	(from https://www.entyviohcp.com/)
10:29:59	11961/11961	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/graphics/29k_icon.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/graphics/29k_icon.png	(from https://www.entyviohcp.com/)
10:29:59	13686/13686	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/graphics/89_icon.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/graphics/89_icon.png	(from https://www.entyviohcp.com/)
10:29:59	9268/9268	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/logos/logo-takeda.svg	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/logos/logo-takeda.svg	(from https://www.entyviohcp.com/)
10:29:59	29789/29789	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Feb%202022%2003:29:59%20GMT	https://www.entyviohcp.com/sitemap	C:/entyviohcp/entyviohcp/www.entyviohcp.com/sitemap.html	(from https://www.entyviohcp.com/)
10:30:00	24883/24883	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Feb%202022%2003:30:00%20GMT	https://www.entyviohcp.com/get	C:/entyviohcp/entyviohcp/www.entyviohcp.com/get	(from http://assets.adobedtm.com/8fee56b0a165/6889643c630d/launch-bb8830cef805.min.js)
10:30:00	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Feb%202022%2003:30:00%20GMT	https://www.entyviohcp.com/Trident/	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Trident/index.html	(from http://assets.adobedtm.com/8fee56b0a165/6889643c630d/launch-bb8830cef805.min.js)
10:30:00	24883/24883	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Feb%202022%2003:30:00%20GMT	https://www.entyviohcp.com/helpers/getObjectProperty.js	C:/entyviohcp/entyviohcp/www.entyviohcp.com/helpers/getObjectProperty.js	(from http://assets.adobedtm.com/8fee56b0a165/6889643c630d/launch-bb8830cef805.min.js)
10:30:01	262514/262514	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/hero/desktop-gemini-varsity-ed.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/hero/desktop-gemini-varsity-ed.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/gemini-trial)
10:30:02	13169/13169	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-gemini-clinical-remission.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-gemini-clinical-remission.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/gemini-trial)
10:30:02	222456/222456	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/hero/desktop-gemini-i-varsity-dosing-tricia.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/hero/desktop-gemini-i-varsity-dosing-tricia.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/gemini-trial)
10:30:02	13014/13014	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-gemini-endoscopic-improvement.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-gemini-endoscopic-improvement.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/gemini-trial)
10:30:03	7745/7745	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-gemini-corticosteroid-free.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-gemini-corticosteroid-free.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/gemini-trial)
10:30:03	14176/14176	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-gemini-ccr-no-previous-anti-tnf-a.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-gemini-ccr-no-previous-anti-tnf-a.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/gemini-trial)
10:30:03	19206/19206	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-gemini-crr-partial-mayo-score.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-gemini-crr-partial-mayo-score.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/gemini-trial)
10:30:04	13818/13818	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-gemini-ltr-no-previous-anti-tnf-a.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-gemini-ltr-no-previous-anti-tnf-a.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/gemini-trial)
10:30:04	45719/45719	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-gemini-ltr-endo-no-previous-anti-tnf-a.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-gemini-ltr-endo-no-previous-anti-tnf-a.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/gemini-trial)
10:30:04	101570/101570	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/gemini-trials-study-design.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/gemini-trials-study-design.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/gemini-trial)
10:30:05	7686/7686	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/logos/logo-varsity.svg	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/logos/logo-varsity.svg	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/varsity-trial)
10:30:05	40415/40415	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-varsity-clinical-remission.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-varsity-clinical-remission.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/varsity-trial)
10:30:05	22676/22676	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-varsity-endoscopic-improvement.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-varsity-endoscopic-improvement.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/varsity-trial)
10:30:06	28161/28161	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-varsity-corticosteroid-free.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-varsity-corticosteroid-free.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/varsity-trial)
10:30:06	164652/164652	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/crr-partial-mayo-score.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/crr-partial-mayo-score.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/varsity-trial)
10:30:06	10389/10389	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-ccr-overall-population.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-ccr-overall-population.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/varsity-trial)
10:30:07	15163/15163	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-ccr-no-previous-anti-tnf-a.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-ccr-no-previous-anti-tnf-a.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/varsity-trial)
10:30:07	14956/14956	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-ltr-no-previous-anti-tnf-a.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-ltr-no-previous-anti-tnf-a.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/varsity-trial)
10:30:07	36819/36819	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-varsity-endoscopic-improvement-rates.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-varsity-endoscopic-improvement-rates.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/varsity-trial)
10:30:08	30192/30192	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-varsity-clinical-remission-rates.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-varsity-clinical-remission-rates.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/varsity-trial)
10:30:08	13567/13567	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-histologic-remission.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-histologic-remission.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/varsity-trial)
10:30:08	17657/17657	---M--	200	added ('OK')	image/png	etag:%2202f3e5288f2d71:0%22	https://www.entyviohcp.com/Content/images/tables/mobile-safety-differences.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/tables/mobile-safety-differences.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/varsity-trial)
10:30:09	27278/27278	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/varsity-trial-study-design.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/varsity-trial-study-design.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/varsity-trial)
10:30:09	19918/19918	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-pivotal-trial-1.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-pivotal-trial-1.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/varsity-trial)
10:30:09	163171/163171	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-pivotal-trial-2.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-pivotal-trial-2.png	(from https://www.entyviohcp.com/clinical-efficacy/ulcerative-colitis/varsity-trial)
10:30:10	192441/192441	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/hero/desktop-cdtrial-eva.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/hero/desktop-cdtrial-eva.png	(from https://www.entyviohcp.com/clinical-efficacy/crohns-disease/entyvio-placebo-trial)
10:30:10	71466/71466	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/hero/desktop-moa-rhitu.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/hero/desktop-moa-rhitu.png	(from https://www.entyviohcp.com/clinical-efficacy/crohns-disease/entyvio-placebo-trial)
10:30:10	12702/12702	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-cd-trials-t1-end-points.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-cd-trials-t1-end-points.png	(from https://www.entyviohcp.com/clinical-efficacy/crohns-disease/entyvio-placebo-trial)
10:30:11	18030/18030	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-cd-trials-t3-end-points.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-cd-trials-t3-end-points.png	(from https://www.entyviohcp.com/clinical-efficacy/crohns-disease/entyvio-placebo-trial)
10:30:11	20102/20102	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-cd-trials-t2-end-points.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-cd-trials-t2-end-points.png	(from https://www.entyviohcp.com/clinical-efficacy/crohns-disease/entyvio-placebo-trial)
10:30:11	11990/11990	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-cd-trials-t1-remission-rates.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-cd-trials-t1-remission-rates.png	(from https://www.entyviohcp.com/clinical-efficacy/crohns-disease/entyvio-placebo-trial)
10:30:12	12998/12998	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-cd-trials-t1-response-rates.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-cd-trials-t1-response-rates.png	(from https://www.entyviohcp.com/clinical-efficacy/crohns-disease/entyvio-placebo-trial)
10:30:12	12769/12769	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-cd-trials-t3-remission-rates.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-cd-trials-t3-remission-rates.png	(from https://www.entyviohcp.com/clinical-efficacy/crohns-disease/entyvio-placebo-trial)
10:30:12	13120/13120	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-cd-trials-t3-response-rates.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-cd-trials-t3-response-rates.png	(from https://www.entyviohcp.com/clinical-efficacy/crohns-disease/entyvio-placebo-trial)
10:30:13	12859/12859	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/mobile-cd-trials-t3-steroid-free.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/mobile-cd-trials-t3-steroid-free.png	(from https://www.entyviohcp.com/clinical-efficacy/crohns-disease/entyvio-placebo-trial)
10:30:13	54441/54441	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/cd-trials-t1-t3-study-design.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/cd-trials-t1-t3-study-design.png	(from https://www.entyviohcp.com/clinical-efficacy/crohns-disease/entyvio-placebo-trial)
10:30:13	21307/21307	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/charts/cd-trials-t2-study-design.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/charts/cd-trials-t2-study-design.png	(from https://www.entyviohcp.com/clinical-efficacy/crohns-disease/entyvio-placebo-trial)
10:30:14	58500/58500	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/hero/desktop-moa-shuya.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/hero/desktop-moa-shuya.png	(from https://www.entyviohcp.com/mechanism-of-action)
10:30:15	842002/842002	---M-Z	200	added ('OK')	application/javascript	etag:%22fa5d33cc2b8e727a9c780d1bf4dfb76c%22	https://players.brightcove.net/2574028764001/SykGTiz2b_default/index.min.js	C:/entyviohcp/entyviohcp/players.brightcove.net/2574028764001/SykGTiz2b_default/index.min.js	(from https://www.entyviohcp.com/mechanism-of-action)
10:30:15	116735/116735	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/graphics/desktop-lymphocytes-inflammation.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/graphics/desktop-lymphocytes-inflammation.png	(from https://www.entyviohcp.com/mechanism-of-action)
10:30:16	68754/68754	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/graphics/desktop-lymphocytes-gi-tissue.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/graphics/desktop-lymphocytes-gi-tissue.png	(from https://www.entyviohcp.com/mechanism-of-action)
10:30:16	55412/55412	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/graphics/desktop-lymphocytes-entyvio-blocks.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/graphics/desktop-lymphocytes-entyvio-blocks.png	(from https://www.entyviohcp.com/mechanism-of-action)
10:30:16	24665/24665	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/graphics/mobile-lymphocytes-inflammation-reduced.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/graphics/mobile-lymphocytes-inflammation-reduced.png	(from https://www.entyviohcp.com/mechanism-of-action)
10:30:16	27942/27942	---M--	200	added ('OK')	image/png	etag:%228098a55188f2d71:0%22	https://www.entyviohcp.com/Content/images/graphics/mobile-lymphocytes-inflammation.png	C:/entyviohcp/entyviohcp/www.entyviohcp.com/Content/images/graphics/mobile-lymphocytes-inflammation.png	(from https://www.entyviohcp.com/mechanism-of-action)
